text	labels
in a letter to economic affairs minister , the listed estonian shipping company tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 .	1
finnish power company fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .	1
honkarakenne s customer in this project is one of the biggest real estate companies in kazakhstan , according to the company .	1
the contracts have been signed to acquire uranium produced at the sotkamo nickel-zinc mine in eastern finland owned by talvivaara .	2
rapala vmc corporation rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of peltonen with its 80 % shareholding .	1
the plant will go on stream in november 2008 and its estimated daily production will be 120,000 litres of bioethanol .	1
finnish financial software developer basware oyj said today it will provide its invoice automation ia solution to an unnamed major retail company in the usa in a deal , worth more than eur300 ,000 .	2
consolidated net sales increased 16 % to reach eur74 .8 m , while operating profit amounted to eur0 .9 m compared to a loss of eur0 .7 m in the prior year period .	2
finnish fibre-based materials maker ahlstrom corp hel : ahl1v said today it decided to close down its spunlace composite production line number 23 at chirnside plant in the uk by the end of march 2011 .	1
fortum holds 90.2 pct of the share capital and 94.4 pct of the voting rights in the company , which it now plans to delist from the warsaw stock exchange .	1
the business idea of budget sport is to offer customers a wide range of high-quality sports equipment and clothing at low prices , the company said .	1
as capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points .	0
alexandria , va. , oct. 23 -- hans-otto scheck of espoo , finland , has developed a method of identifying remote radio units in a communication system .	1
alexandria , va. , may 23 -- matti harkonen and pentti sipponen , both of espoo , finland , osmo suovaniemi of helsinki , finland , and tapani tiusanen of vantaa , finland , have developed a paper web press device .	1
remote phone management demonstrates sysopen digia s unique end-to-end offering for operators , handset manufacturers and enterprise customers .	1
in the third quarter of 2010 , net sales increased by 5.2 % to eur 205.5 mn , and operating profit by 34.9 % to eur 23.5 mn .	2
the liquidity providing was interrupted on may 11 , 2007 when aspocomp group oyj s shares traded below 0.50 cent aspocomp s stock exchange release 11.5.2007 .	0
at 12.01 pm , the omx helsinki 25 was down 0.66 pct to 3,143.57 and the omx helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .	0
the sale of the healthcare trade business supports oriola-kd s strategy to focus on pharmaceutical wholesale and retail businesses .	2
the fair value change of investment properties was eur 15.8 mn , compared to eur 22.9 mn in the third quarter of 2009 .	0
kalnapilio-tauro grupe kalnapilis-tauras group , which is owned by denmark s royal unibrew , raised its market share to 25.2 percent from 23.91 percent , as beer sales for the nine months jumped by 11.4 percent to 52.99 million liters .	2
the acquisition of boomeranger boats oy is in line with the done solutions strategy of developing its business through company acquisitions .	2
the outsourcing agreement , which covers equipment and depots in turku and tampere , will run for five years , cramo said on thursday .	1
neste oil extended yesterday s gains and put on 0.49 pct to 22.72 eur , while utility fortum shed 1.14 pct to 20.76 eur .	1
the contract was signed in august with papua new guinea-based lihir gold ltd asx : lgl .	2
 the new agreement is a continuation to theagreement signed earlier this year with the lemminkainen group , whereby cramo acquired the entire construction machine fleet oflemminkainen talo oy ita - ja pohjois suomo , and signed asimilar agreement , said tatu hauhio , managing director ofcramo finland .	1
neste oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in june 2009 , have been promising , no decision on a commercial plant has been taken .	1
the company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .	1
most of the growth in beer consumption took place in the far east , latin america and africa .	1
the one dark spot on the horizon , however , was the company s performance in the finnish bottled water market .	0
 this is super nasty , said eric schultze , chief technology officer at shavlik technologies llc , a st. paul , minn.-based maker of patch management tools .	0
of the price , kesko s share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .	2
as part of the reorganisation , pohjola insurance s 250 field staff for private customers will join the payroll of local cooperative banks from the beginning of october 2008 .	1
tip of the week panfish like bluegills are great fun to catch , especially for children new to fishing .	1
nokia has inaugurated its manufacturing plant near chennai on 11 mar 2006 .	1
the airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added .	1
reporting in accordance with the merged business operations will start as of january 1 , 2011 .	1
for teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .	2
estonia s beer market overall grew three percent last year to 130 million liters .	2
we also strengthen our existing partnership with cybercom , says teleste cto esko myllyla .	2
most of the layoffs will be in finland .	0
today , we are connecting people in new and different ways - fusing advanced mobile technology with personalized services to enable people to stay close to what matters to them .	1
the company estimates that the trend in demand for sports equipment will be steady in 2006 , amer s report said .	2
the commission is to be applauded for applying a fact-based and data-driven approach and for providing clarity for future petitions .	2
according to statistics by the finnish maritime administration , shipping did not increase much in january-august 2009 , however .	1
last week , however , nokia announced that it will pursue a long-term relationship with microsoft , and make the windows phone 7 operating system the foundation for nokia mobile phones .	1
altogether finnair has canceled over 500 flights because of the strike .	0
according to the company s updated strategy for the years 2009-2012 , basware targets a long-term net sales growth in the range of 20 % -40 % with an operating profit margin of 10 % -20 % of net sales .	2
scanfil will execute the temporary lay-offs by mid-october 2009 and the job cuts by march 2010 .	0
 residentialconstruction in particular has picked up in several markets .	2
one of the installed elevators will be a double-deck elevator , which enables more efficient use of the building s core space .	2
finnish diversified holding company aspo oyj said on september 8 , 2008 that it will sell the finnish tape business of its kaukomarkkinat unit to local oy telpak ab .	1
automation makes it possible to conduct several tests simultaneously .	1
the court s decision will also promote genuine competition in services	1
in the beginning of the negotiations , the estimated number of reductions was 50 at the maximum .	1
srv will raise its holding in the company so that by the summer of 2008 , it will have a majority .	2
when new types of network elements are added to the network , the conversion file is updated by adding the information required for converting the message format of the new network element type to the format understood by the management system .	1
the sale , comprising the margarine business in finland and poland , follows the approval of the polish competition authorities earlier in october .	1
on the other hand , finnish sawmills production has decreased even more .	0
by implementing the software the finnish army aims to unify and improve its operations in these application areas , qpr software stated .	2
the opportunity will be available only for few employees , however .	1
fi is developing cooperation in keyword advertising with microsoft .	2
the port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of estonia , commiting the port to pay eek 400mn eur 25.56 mn usd 36.44 mn in dividends to the state in 2009 and another eek 300mn in 2010 .	1
the transaction will take place without payment of merger consideration .	1
fortum also has a blocking stake in northwestern tgk-1 .	1
these share transactions are part of the company s strategy of relinquishing assets that are not part of its core business .	1
 the flex is a small price to pay for happy lenders . 	1
 we have become convinced that we can do that very quickly , he told finnish business reporters .	1
lemcon has also signed a pre-contract for the purchase of the park s entire 130-hectare site .	2
